gene,BCC199_G3F,BCC199_G3H,BCC199_G6M,BCC199_G6N,BCC199_S3K,BCC199_S3L,BCC199_S6T,BCC199_S6U,BCC56535_G3F,BCC56535_G3H,BCC56535_G6M,BCC56535_G6N,BCC56535_S3K,BCC56535_S3L,BCC56535_S6T,BCC56535_S6U,HUT2365_G3F,HUT2365_G3H,HUT2365_G6M,HUT2365_G6N,HUT2365_S3K,HUT2365_S3L,HUT2365_S6T,HUT2365_S6U
acu03312_1,4151,2988,3229,2779,2959,3216,2332,2285,4564,5871,4365,5517,4302,3120,5357,5502,4502,3990,4064,4564,3586,2065,3267,3816
acu03313_1,573,531,722,705,925,1023,709,628,889,727,1225,1312,1382,1081,1639,1635,1110,800,827,1007,943,656,724,1041
acu03314_1,16549,8602,8955,7949,1507,1534,2711,2422,3358,2523,3813,3371,4050,3113,6304,5581,1696,1603,1631,1610,1743,1153,1358,1438
acu03315_1,14074,9964,11140,9516,8697,8982,7425,8064,7070,8954,8085,9496,9366,8755,9339,10461,11394,11490,11946,13127,15206,9602,11961,13796
acu03316_1,5680,6115,7684,7137,5041,5297,5032,4726,5050,4563,1444,3393,3115,2301,1596,2103,922,1224,1155,1009,2915,1883,1396,2247
acu03317_1,2439,2288,2272,1953,2577,2928,1913,2096,3068,2843,4066,4735,3999,3905,2766,3480,1748,1490,1627,1955,1344,750,814,1009
acu03318_1,6975,8142,6717,5930,5092,5782,5919,5421,5679,7564,5567,5842,7285,8150,5908,7366,5942,5573,6213,6597,13470,6831,9024,7582
acu03319_1,4248,3894,3411,3056,3118,3314,3049,2846,2291,2107,3490,3411,3135,2531,4651,5218,4836,4641,4999,5297,6131,3971,4882,6053
acu03320_1,1449,1526,1358,1258,1577,1834,1142,989,1329,2012,1448,1989,998,1233,1612,1615,2583,2316,2504,3341,3682,2335,2799,3249
acu03321_1,14336,16703,19012,16565,12122,12385,9370,9151,4208,5263,3481,5273,15206,16795,5547,6645,4579,3642,3992,4715,4761,2467,1789,2372
acu03322_1,3234,4555,4853,4530,3207,3401,1928,2310,1405,2091,2676,3746,12907,11900,7549,8318,1042,851,981,1028,1455,692,407,634
acu03323_1,3279,1928,2384,2178,800,795,809,719,1921,1698,1982,1712,1155,895,1334,1411,1419,1352,1323,1452,764,641,674,765
acu03324_1,2319,3322,3136,2652,2444,2787,2798,2670,1905,2030,2609,2159,3134,3638,3070,4225,2417,2527,3130,2474,4921,4096,3129,3718
acu03325_1,1863,1147,2736,2826,2288,2462,1740,1557,1477,1667,1836,1843,1407,1030,1321,1642,3394,3660,3420,3932,2677,1968,2669,3222
acu03326_1,11533,12992,13270,12965,11803,12928,10919,11052,8539,10829,10325,11420,8723,6764,10555,13561,26115,24578,26449,29337,25519,20479,24635,25354
acu03327_1,942,535,579,470,702,759,550,496,3710,1901,956,1588,703,845,878,890,609,530,537,561,697,687,751,560
acu03328_1,1385,707,1220,1190,1785,2091,1347,1386,1085,894,345,799,810,571,707,814,1176,992,758,932,584,411,528,766
acu03329_1,138,125,170,148,145,182,141,108,77,91,111,155,83,134,220,235,372,315,377,381,751,251,421,365
acu03330_1,1612,1525,1319,991,670,681,517,593,1315,1487,1780,1788,1863,1900,570,619,1467,1218,1611,1538,1905,811,771,753
acu03331_1,429,258,429,301,234,221,212,251,347,538,376,425,448,322,625,569,442,301,291,459,282,134,263,313
acu03332_1,8429,6704,8914,8718,7181,7792,6690,6789,14354,11620,10464,8402,8345,8253,8585,13088,10008,8247,9557,11065,10235,8063,10787,14311
acu03333_1,746,535,497,440,187,296,290,247,373,569,648,486,454,238,521,581,564,480,589,570,225,141,260,279
acu03334_1,698,461,567,436,591,520,409,310,722,874,742,658,1045,879,819,1051,653,604,687,804,904,356,473,592
acu03335_1,600,904,1579,1713,8794,9672,5059,3408,3445,4569,3732,2134,1693,1972,903,1898,2017,2107,2637,2310,5003,6181,2489,3877
acu03336_1,3836,2731,2516,2538,2693,2896,3037,2948,1573,2719,2451,2505,5625,4133,2107,1501,4919,5575,6227,5869,14914,5641,10356,6605
acu03337_1,1019,554,971,891,1365,1511,1986,1688,1460,1171,1785,996,1517,1382,992,1991,479,373,321,494,739,226,452,612
acu03338_1,29546,27132,28974,24056,10624,11149,11453,13211,19685,17454,20132,23349,15557,15103,17883,16466,40873,37799,41213,44332,20472,13834,15016,21377
acu03339_1,1684,1276,1485,1144,357,376,470,587,3396,2781,1737,2484,1967,2209,849,1206,1265,1041,1279,1271,1362,596,926,1051
acu03340_1,6682,6558,5886,4529,3660,3801,2808,3064,10098,10620,11369,9589,14382,12299,5957,6357,14680,13806,13859,16376,14812,8788,8369,8552
acu03341_1,3832,5339,3616,3276,3538,4065,3953,4722,11175,8096,9480,11710,22694,25941,8387,15271,12661,10094,12520,15026,11688,5951,9761,10840
acu03342_1,4969,6846,7448,7599,10518,10991,9057,8561,3735,4528,3898,6773,7108,5019,6235,7753,8317,8372,9941,9211,9347,5572,6403,6885
acu03343_1,5260,7659,2274,1693,7838,8598,10792,9760,4870,6793,5195,7485,11713,8645,18443,23800,10333,8956,11601,12157,17419,12267,14254,13112
acu03344_1,1394,2788,1527,1231,1184,1239,1142,1211,339,1337,195,415,540,442,304,474,2540,2190,2134,2826,1276,434,627,781
acu03345_1,5254,5144,3749,3130,2566,2586,2340,2387,3156,4030,2492,5086,1921,1683,1986,2162,4018,2850,2739,4139,1688,1168,1297,1767
acu03346_1,6047,2158,1979,1351,1736,1925,2565,3714,6054,2542,2097,316,9792,10599,9260,13603,1723,2544,1966,1775,8099,8802,6624,10432
acu03347_1,595,235,407,403,3423,3451,872,671,610,837,319,518,781,665,514,483,1733,1354,1155,1727,1003,688,583,1239
acu03348_1,1487,880,1187,1020,1379,1430,1016,1097,1241,1464,568,928,764,593,911,1055,1664,1698,1411,1667,1870,840,1203,1572
acu03349_1,2371,1717,2055,1933,1927,1958,1392,1397,1212,1421,502,1026,744,482,830,916,1987,1686,1239,1683,1219,961,1299,1806
acu03350_1,1691,1505,1540,1294,417,452,348,425,809,829,1300,1252,1786,1951,896,1295,1219,1004,1405,1490,635,452,656,649
acu03351_1,2497,2311,2581,2008,2286,2720,2227,2439,985,1064,1142,1507,3104,2201,1840,2483,1239,1055,1144,1305,1612,752,1147,1239
acu03352_1,1199,701,980,755,1559,1658,1329,1301,200,232,113,229,609,696,255,203,1859,1576,1766,2025,1890,1059,1206,1585
acu03353_1,2140,2031,1584,1711,2188,2625,2072,1884,1436,1672,1927,2144,2832,2819,1492,1809,4119,3473,4104,4477,2805,1385,1951,2049
acu03354_1,1294,879,1584,1357,893,966,586,393,6665,6204,5811,9894,3774,2889,4087,4312,8575,7935,6016,7725,3616,2441,2215,4872
acu03355_1,4117,2207,3498,3662,2218,2230,1644,1221,3780,3513,2908,4671,1613,1448,2491,2105,3561,3348,2590,3522,1801,1080,994,2124
acu03356_1,2069,1049,1757,1665,365,407,437,440,2882,4117,4601,6380,3547,2984,3182,3322,1495,1404,1486,1499,2526,852,576,1078
acu03357_1,342,239,231,199,88,84,101,106,203,222,225,273,167,116,261,263,94,124,93,109,31,18,57,66
acu03358_1,22975,14709,18985,21000,21989,22745,15299,15045,10236,10699,4722,9404,5704,3256,3162,5849,11903,8948,6426,9271,2262,3176,2880,6389
acu03359_1,90,81,101,73,84,136,90,75,33,87,13,70,163,231,11,16,1620,1234,1529,1773,343,167,253,213
acu03360_1,1269,1468,1292,1179,2481,2805,3653,3421,813,1358,1232,1972,2249,1596,1207,1738,1904,1516,1959,2365,1593,1317,1485,1436
acu03361_1,2384,1696,1779,1526,2556,3319,4190,3907,3442,3725,3816,4123,4903,3705,4450,5249,3335,2576,3200,3450,4654,2304,4191,5286
acu03362_1,2473,1922,2299,2272,2862,2893,2473,2055,2108,2549,640,1196,3256,2289,1750,1495,1905,1930,1587,1857,1274,1273,1131,1650
acu03363_1,2491,3301,1957,1619,1707,1833,1274,1361,268,469,822,837,648,470,447,308,6937,5990,7098,7326,3451,1557,2052,2137
acu03364_1,2316,2129,2548,2348,5140,5695,5879,5694,2652,2098,705,1413,1488,877,775,916,2212,2337,2056,2198,4223,2958,2091,2890
acu03365_1,5485,5956,7574,7583,3445,4178,5160,4556,5487,5170,6414,4584,5403,6358,8735,8080,6083,6298,8326,7076,10402,7898,13311,12421
acu03367_1,38821,29460,29240,31763,9,14,36,21,27825,26803,27428,36305,110,26,18,15,31865,30403,34275,35689,48,24,58,62
acu03368_1,201833,145877,139293,146684,32,9,14,38,132084,101298,120985,125768,431,10,11,11,132307,126224,139308,138260,25,9,21,38
acu03369_1,91055,72829,87128,92843,20,36,41,23,50561,37822,52887,51992,677,504,682,807,113124,104921,101522,116379,51,54,75,112
acu03370_1,2839,3595,2639,2588,4252,4407,3652,3452,2963,2940,2327,3479,3217,2891,2042,3086,3063,3464,3166,3265,3204,1759,1658,1389
acu03371_1,12855,6662,5383,6364,15390,17096,13272,10850,3563,6066,2354,2945,34974,21277,16609,8897,6320,6380,6761,6890,10647,7046,7260,9041
acu03372_1,13302,11971,17210,14969,12591,14840,10549,10228,27070,22255,22086,13564,14062,14698,12624,22451,13428,11492,11741,14512,20635,17936,19709,26735
acu03373_1,503,552,710,483,522,404,415,415,526,714,399,647,1067,1363,350,399,1103,1052,1149,1142,2465,864,1008,845
acu03374_1,5920,3496,4919,4946,6690,7221,5243,4965,5335,4054,2153,2299,2457,1693,3388,4710,6542,4956,4644,6890,4982,4013,4862,7141
acu03375_1,4709,4169,4860,4454,4185,4499,2971,2912,2576,2645,1315,3095,2084,1371,1596,1803,4474,4010,3209,4323,1921,1369,1306,2409
acu03376_1,219,298,208,197,149,142,163,137,383,402,491,582,461,492,275,410,609,591,510,657,728,407,266,392
acu03377_1,8588,10539,10740,8851,6366,6843,6839,6425,3587,3685,4600,4620,2074,2014,2935,2544,10660,10528,10905,11259,10251,6679,6931,8654
acu03378_1,9475,9537,8230,6660,14477,16409,9396,8120,10310,8603,15130,15389,8480,10758,4758,7790,9707,11177,11802,9504,13219,12010,5687,8486
acu03379_1,1390,2432,2172,1905,1219,1396,652,739,355,424,1004,1631,560,775,585,564,1208,1199,1205,1270,1151,768,1192,1429
acu03380_1,378,234,363,302,21729,22331,4470,1927,45,48,57,246,661,557,642,256,245,179,247,317,504,2777,1340,1587
acu03381_1,663,840,631,444,1430,1610,2541,1921,522,873,385,925,1215,1193,1694,1488,1135,982,1234,1317,2990,2134,1683,2312
acu03382_1,28635,42532,36761,28031,17436,19728,27168,25922,13600,15738,7305,13390,26357,21953,7835,9563,13964,11595,13617,16871,39480,18587,13307,16140
acu03383_1,213,143,197,168,203,301,156,152,64,106,70,96,62,90,35,54,269,210,322,362,615,243,365,522
acu03384_1,2836,1241,1709,1556,2026,2207,2249,1745,1443,1931,1402,1641,3650,3116,2281,1445,1888,1745,2083,2148,4878,2039,3954,5602
acu03386_1,145,124,136,151,51,67,138,58,97,166,50,95,56,42,81,54,281,429,254,279,156,128,183,147
acu03387_1,0,2,0,0,0,0,0,0,4,1,0,0,0,2,1,0,0,1,2,0,2,10,6,1
acu03388_1,1,0,1,0,0,0,0,0,16,12,11,4,0,0,2,0,1,3,5,1,0,0,0,0
acu03389_1,33907,54505,25494,16071,6936,8262,14327,14999,40442,31050,39604,46523,13285,19951,16691,16369,15689,12624,16210,17031,16343,12514,10712,10120
acu03390_1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acu03391_1,4345,3883,613,590,967,947,724,1051,487,199,3502,2147,467,412,220,290,147,87,130,230,283,108,169,122
acu03393_1,13,41,117,329,24,141,11,37,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
acu03394_1,4,60,724,1762,419,1295,242,419,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
acu03395_1,600,399,551,801,70,207,96,153,5,9,0,0,1,3,0,1,0,5,0,10,0,0,0,1
acu03396_1,534,825,392,295,83,94,60,110,98,235,200,206,292,297,77,48,542,428,594,721,751,93,133,116
acu03397_1,110,66,72,103,61,84,532,437,142,208,54,154,103,86,259,367,140,156,183,158,331,158,325,289
acu03398_1,71,66,92,94,218,288,2686,2046,390,268,433,195,580,165,3576,5690,95,104,103,86,171,120,354,434
acu03399_1,277,2297,263,167,340,308,262,241,1835,1300,4143,11715,964,1131,2186,4307,1119,1142,1495,1196,1070,780,529,608
acu03400_1,535,542,608,477,1795,2188,3510,3530,2579,1649,3713,5629,542,568,504,1254,183,178,235,200,117,107,322,365
acu03401_1,770,250,137,129,484,612,2534,2311,125,349,2501,1489,206,77,3593,8428,528,475,527,663,94,92,348,431
acu03402_1,36,27,17,33,0,1,12,2,791,345,4,11,171,140,58,43,4,1,4,1,301,48,320,221
acu03403_1,4,8,2,2,5,3,19,11,31,7,6,7,39,32,46,118,1,1,5,1,14,3,28,25
acu03404_1,874,1600,1347,1041,16856,19167,31710,28126,2113,3565,1571,1462,7285,5939,5930,5837,8239,7290,8421,9771,19168,13402,28244,27729
acu03405_1,746,628,508,345,360,421,1789,1667,1381,2066,1513,1211,4467,3348,3826,3931,1209,1123,1395,1352,2009,619,1524,1562
acu03406_1,51,22,23,4,1221,1527,29921,23629,85,27,3,4,171,234,5957,3661,1,0,1,2,4716,3788,17376,15279
acu03407_1,0,1,0,0,1,3,0,5,2,0,13,7,1,4,1,0,0,1,0,1,0,0,1,1
acu03408_1,219,145,140,136,92,102,72,80,193,199,455,460,182,183,343,121,445,303,262,510,187,125,162,365
acu03409_1,7112,8374,8317,8769,1531,1820,4635,4333,1382,2024,1168,1986,1112,1063,4608,3352,1433,1369,1566,1643,591,396,783,1023
acu03410_1,0,0,0,0,48,125,48,28,1,3,1,1,15,11,288,388,9,11,10,6,17,7,6,4
acu03411_1,2285,961,1645,1243,1245,1344,1046,1049,1930,1072,2122,2018,4152,5635,2714,4014,4385,3200,3420,5123,10168,5960,8095,8170
acu03412_1,1,0,1,0,150,170,239,220,1429,1620,75,265,220,351,39,81,66,126,79,58,30,792,155,175
acu03413_1,3,1,2,2,427,431,458,440,1585,2384,82,365,1272,926,1129,1521,63,49,66,56,212,100,487,476
acu03414_1,1,0,2,8,4,5,13,12,57,328,96,96,35,32,84,97,8,23,6,2,6,150,50,55
acu03415_1,4,2,4,0,22,25,54,25,200,515,214,482,855,1074,738,805,49,25,42,46,18,13,42,196
acu03416_1,3590,3465,3170,2428,3946,4495,3360,3292,4857,5148,6824,6383,3001,3286,3198,3699,4968,4395,4513,5208,5806,3277,4551,5095
acu03417_1,125,134,160,137,489,536,43,17,693,5367,63,130,90,214,6,15,218,647,368,178,623,2205,346,285
acu03418_1,122,62,80,71,73,100,46,55,868,1100,555,596,424,395,201,180,1270,2419,1896,1202,2249,1375,1386,1463
acu03419_1,9,1,2,1,3,5,3,4,16,15,0,1,2,7,1,6,2,1,0,2,1,26,2,5
acu03420_1,1,1,0,1,5,4,3,2,0,2,0,0,0,0,0,1,3,6,4,8,12,36,33,25
acu03421_1,628,636,516,328,99,206,202,356,6063,4836,22907,20676,2417,5398,34402,38185,448,447,429,367,3576,1480,1018,924
acu03422_1,1292,747,778,644,794,863,448,391,941,1691,3898,9359,4376,5655,1851,1830,1211,1315,1102,1107,1294,518,498,915
acu03423_1,187,234,227,150,36,51,102,119,3408,4227,3013,4558,884,2758,766,770,1011,1828,968,748,30499,19533,16125,10921
acu03424_1,711,1668,2742,728,195,243,2043,3318,51974,79700,29912,57420,2183,10152,8752,13778,915,998,497,601,7846,3080,7302,5372
acu03425_1,862,876,859,752,1266,1517,1711,1526,741,1033,538,871,1113,1482,319,376,644,741,786,800,586,282,267,263
acu03426_1,1,5,1,4,10,13,3,8,26,42,46,79,19,21,2,2,4,2,4,6,11,8,11,2
acu03427_1,4196,6861,5304,2824,2557,3061,2101,1984,5195,9934,3228,6800,1183,1735,593,476,1045,803,1016,1199,562,268,437,496
acu03428_1,902,721,731,470,1252,1397,1176,1169,3393,5027,857,3623,1729,4424,299,427,1053,904,820,1025,2553,926,1506,2359
acu03429_1,551,329,607,533,731,960,648,488,375,385,299,371,354,549,799,918,1315,1213,1244,1347,2624,1195,2627,2626
acu03431_1,1507,306,810,560,94,92,114,105,505,391,134,25,2,15,2,6,339,202,245,304,31,33,35,76
acu03432_1,567,452,453,459,101,108,83,62,286,561,216,223,125,56,12,30,4816,4002,4699,5108,136,51,119,112
acu03433_1,687,1631,978,1172,182,288,219,280,6179,34580,4251,11920,1408,1597,349,1929,4494,4081,3999,4418,116,175,127,157
acu03434_1,25,22,21,9,7,6,33,10,42,81,21,33,76,86,42,19,43,35,46,33,58,47,218,155
acu03435_1,273,74,140,99,9,15,16,8,133,107,124,49,634,528,200,135,198,150,233,216,716,663,1079,921
acu03436_1,435,350,235,230,249,263,277,257,902,1369,1492,1695,125,182,109,93,225,335,162,168,139,206,109,99
acu03437_1,38,22,47,26,42,51,31,31,795,579,126,170,166,124,137,90,169,137,65,141,62,76,26,71
acu03438_1,16,8,2,2,13,5,28,21,335,416,129,156,135,262,74,39,53,65,45,44,179,81,39,31
acu03439_1,4,3,5,1,6,11,1,2,269,898,47,114,1390,1358,392,827,15,11,22,18,124,70,144,90
acu03440_1,14,35,30,46,96,111,70,26,290,480,176,192,14,42,20,15,124,242,148,154,94,120,107,111
acu03441_1,228,219,163,87,386,432,404,427,997,1977,259,454,552,601,378,293,34,25,24,37,15,31,32,18
acu03442_1,29,23,15,20,34,50,28,20,45,127,30,17,17,18,10,10,597,1329,725,504,194,169,135,183
acu03443_1,2465,1737,1899,1867,2897,3442,2014,2131,3690,3926,3038,5106,2728,1643,2431,3340,6734,5560,5348,6779,3786,2336,3342,4496
acu03444_1,1302,1599,1842,1591,1672,1733,1323,1131,2439,2481,1641,2940,2154,2446,840,1402,3822,4168,4064,4210,7106,4381,3532,3569
acu03445_1,59,71,92,78,82,105,87,67,994,729,342,721,764,607,844,570,274,294,322,296,202,204,158,227
acu03446_1,0,1,2,1,0,0,0,0,4,3,0,0,0,1,0,0,0,1,2,0,1,2,1,2
acu03447_1,0,6,16,14,1,4,4,1,63,52,2,11,1,7,3,1,25,16,15,18,11,295,41,32
acu03448_1,157,351,788,626,38,46,176,64,1131,899,303,455,47,50,24,13,1489,1853,2320,1800,587,1342,562,631
acu03449_1,325,428,1376,1165,9,19,21,16,1529,1145,288,357,89,144,40,39,1488,1749,2041,1771,398,1417,436,420
acu03451_1,74,50,28,17,47,37,17,8,124,130,58,8,86,120,96,69,7,6,12,12,81,37,279,260
acu03452_1,1031,610,819,842,428,504,341,311,21490,26057,40791,43432,44964,49668,42864,50371,28373,27819,32451,28836,60322,57298,40841,38294
acu03454_1,1177,445,754,444,421,470,1345,1344,74,175,104,109,117,155,448,338,106,94,66,107,35,17,59,223
acu03455_1,503,259,385,304,1081,938,2061,2244,90,129,283,651,894,762,1082,956,114,101,101,122,309,83,275,391
acu03456_1,1001,800,726,514,1064,1146,2220,2523,469,511,566,684,957,869,468,681,322,283,241,344,1243,821,721,1017
acu03457_1,1390,1195,1463,1233,1238,1296,1096,1027,422,526,624,682,352,295,353,297,1070,950,1052,1122,1222,573,784,1084
acu03458_1,0,0,0,1,1,1,8,5,1,20,3,22,30,38,29,25,0,1,0,1,9,3,22,17
acu03459_1,14820,21073,22437,12680,176,188,215,291,1276,1900,25689,17691,15,12,4,13,4833,4033,5049,4938,2376,1676,2478,2612
acu03460_1,2,37,29,2,4,8,0,0,310,1063,137,288,1581,3236,7,28,73,56,44,76,291,174,42,52
acu03461_1,9,63,34,28,74,80,27,15,469,2350,417,686,393,1315,7,11,179,125,105,190,178,148,51,107
acu03462_1,44,82,92,78,31,19,15,29,206,228,36,48,36,37,15,12,12,6,9,5,1,0,0,0
acu03463_1,117,84,131,106,49,61,34,45,40,48,12,7,3,8,3,2,6,12,10,8,0,0,1,0
acu03464_1,1126,860,764,784,621,710,713,719,137,552,1457,1385,344,311,180,288,333,260,300,293,341,206,288,330
acu03465_1,930,753,593,517,774,903,769,635,84,145,172,154,144,118,40,64,213,210,238,237,531,316,512,441
acu03466_1,111,495,174,106,184,257,5004,3694,6,14,2,3,53,26,936,489,24,6,11,39,39,27,198,261
acu03467_1,139,131,96,89,8481,9139,1660,1224,1017,4310,1102,4313,4078,5223,945,564,535,987,995,721,19637,19806,13570,14326
acu03468_1,4129,4950,4489,3007,2555,2677,2669,2745,51,124,148,337,75,105,34,24,52,49,36,27,3,1,2,5
acu03469_1,34,13,26,20,124,92,41,30,189,1516,534,1682,88,108,31,56,678,598,482,586,17,15,26,47
acu03470_1,40,271,278,195,541,593,258,185,22,34,11,106,8,18,4,6,35,23,29,32,27,37,10,17
acu03471_1,1,5,9,3,20,29,39,22,12,18,22,19,9,11,4,12,36,58,23,36,81,20,46,32
acu03472_1,77,43,37,27,22,27,11,16,44,95,56,93,22,27,11,14,144,129,88,113,34,27,26,47
acu03473_1,1420,969,1260,1109,1313,1327,987,913,1305,1080,1098,1052,994,1080,574,832,2167,1628,2213,2596,1437,529,1106,1542
acu03474_1,439,297,371,414,1493,1256,525,443,1228,1022,480,721,1353,1089,666,992,857,719,660,847,542,165,475,642
acu03475_1,1797,1413,865,756,231,257,632,752,2288,4485,4964,7988,18675,26947,3002,4733,2666,2526,3090,3258,4514,2023,3303,3134
acu03476_1,923,433,496,447,595,728,798,729,234,329,147,225,236,205,604,448,6348,4005,4305,7434,408,202,334,510
acu03477_1,55780,39080,31076,28245,265,305,1485,1580,31314,22176,21323,13341,2862,1734,8366,4174,41744,32012,40120,48539,774,308,1998,1252
acu03478_1,1,1,1,0,2,4,1,1,12,117,37,256,15,15,2,6,1,11,2,2,0,1,0,1
acu03479_1,1147,980,1275,1152,4432,4182,1891,1548,4580,5393,1819,2680,3361,3538,1839,2917,7251,7436,5762,6846,8370,2011,3798,4283
acu03480_1,402,753,287,226,1657,2147,2791,2440,1415,1132,1999,1560,798,644,4935,2348,3289,2794,3012,3684,2050,1557,4459,4640
acu03481_1,5594,5855,4214,3134,1326,1466,1419,1611,3071,2904,2058,2709,4211,4446,1329,1588,5592,5677,6035,6040,7731,3555,3947,3187
acu03482_1,2423,6395,2244,1830,10310,11018,6319,5282,6338,8866,9944,9655,4075,7128,5599,8454,14082,18061,14163,12848,11095,5002,6902,4480
acu03483_1,242,564,251,363,6600,7349,2456,2334,663,1043,542,765,4219,2378,8665,15663,1407,1751,1546,1588,775,286,1415,1075
acu03484_1,79,99,91,78,99,67,104,82,84,134,142,122,271,170,207,172,234,188,265,308,525,84,295,118
acu03485_1,16,65,50,39,261,294,170,142,209,429,191,250,499,802,167,299,255,183,167,292,368,166,592,511
acu03486_1,352,320,278,237,281,283,344,301,234,153,163,164,83,101,199,159,148,140,138,135,229,148,174,213
acu03487_1,1445,1184,1317,1225,2219,2572,2698,2611,1174,1058,1996,1345,2958,3643,3269,3694,2939,2981,3452,3182,13233,6960,9118,6433
acu03488_1,509,304,320,400,115,123,213,134,128,159,49,122,20,28,34,70,366,331,343,334,198,48,83,116
acu03489_1,2037,2095,2653,1947,187616,184758,55085,47556,2006,2528,611,1135,24581,23877,15071,6690,1433,1240,1119,1434,10778,6593,8081,6785
acu03490_1,946,869,1484,1321,1215,1159,1358,1259,1328,2321,6249,5931,1371,1224,5729,1945,1840,1597,1663,1914,2209,895,1521,1678
acu03491_1,2525,1640,4015,4883,5084,5796,4434,3797,3693,3661,1615,3574,5527,4321,3581,2701,3281,2745,2685,3371,2082,880,2223,2496
acu03492_1,808,649,1045,1061,570,556,474,517,1393,1231,746,1034,918,1165,443,469,872,791,895,997,1031,439,556,587
acu03493_1,4,1,11,6,3,1,1,12,2,0,0,0,0,0,0,1,5,2,4,4,2,0,1,2
acu03494_1,13604,11166,11724,4035,10383,11413,8600,12242,9562,7243,2281,3108,15569,18282,1191,2378,793,574,677,731,18136,12180,5335,11981
acu03495_1,2,11,2,9,2,1,3,2,19,42,29,15,0,0,14,7,271,525,242,214,4,18,16,19
acu03496_1,17150,14359,12520,9250,3601,3907,7791,7905,21792,13130,36768,33239,9707,13773,11686,12524,28387,25324,30200,28694,22368,12320,10790,11181
acu03497_1,8,40,37,22,161,197,64,49,208,832,69,174,99,138,35,16,88,77,119,109,267,239,118,141
acu03498_1,338,350,160,128,124,131,33,23,135,243,314,191,38,63,30,25,1246,1057,1298,1501,97,80,89,127
acu03499_1,2468,1675,2317,1818,442,355,496,449,1293,1148,768,822,118,122,99,75,3176,2243,2561,3919,343,97,209,196
acu03500_1,802,567,360,320,149,147,172,208,61,57,320,220,34,74,532,781,962,703,903,994,40,26,45,47
acu03501_1,47,31,67,63,36,45,39,12,12,15,11,18,1,4,5,5,15,11,17,9,2,11,5,11
